Manufacturer,Model,Code,Type,Engine Type
TAYLORCRAFT (1),F-19 Sportsman,TF19,Fixed-Wing,Piston
TAYLORCRAFT (1),F-21,TF21,Fixed-Wing,Piston
TAYLORCRAFT (1),F-22 Classic,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),F-22 Ranger,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),F-22 Tracker,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),F-22 Tri-Classic,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),F-22 Trooper,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),Foursome,TA15,Fixed-Wing,Piston
TAYLORCRAFT (1),L-2,TAYD,Fixed-Wing,Piston
TAYLORCRAFT (1),O-57,TAYD,Fixed-Wing,Piston
TAYLORCRAFT (1),Ranchwagon,TA20,Fixed-Wing,Piston
TAYLORCRAFT (1),Ranger,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),Seabird,TA20,Fixed-Wing,Piston
TAYLORCRAFT (1),Sportsman (BC),TAYB,Fixed-Wing,Piston
TAYLORCRAFT (1),Sportsman (F-19),TF19,Fixed-Wing,Piston
TAYLORCRAFT (1),Topper,TA20,Fixed-Wing,Piston
TAYLORCRAFT (1),Tourist,TA15,Fixed-Wing,Piston
TAYLORCRAFT (1),Tracker,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),Traveller,TAYB,Fixed-Wing,Piston
TAYLORCRAFT (1),Tri-Classic,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),Trooper,TF22,Fixed-Wing,Piston
TAYLORCRAFT (1),Twosome,TAYB,Fixed-Wing,Piston
TAYLORCRAFT (1),Zephyr 400,TA20,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster 1,PLUS,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster 3,AUS3,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster 4,AUS4,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster 5,AUS5,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster 5 Alpha,AUS5,Fixed-Wing,Piston
TAYLORCRAFT (2),Auster AOP6,AUS6,Fixed-Wing,Piston
TAYLORCRAFT (2),Autocrat,J1,Fixed-Wing,Piston
TAYLORCRAFT (2),E,AUS3,Fixed-Wing,Piston
TAYLORCRAFT (2),G,AUS4,Fixed-Wing,Piston
TAYLORCRAFT (2),J,AUS5,Fixed-Wing,Piston
TAYLORCRAFT (2),J-1 Autocrat,J1,Fixed-Wing,Piston
TAYLORCRAFT (2),K,AUS6,Fixed-Wing,Piston
TAYLORCRAFT (2),Plus C,PLUS,Fixed-Wing,Piston
TAYLORCRAFT (2),Plus D,PLUS,Fixed-Wing,Piston
TBM,TBM-700,TBM7,Fixed-Wing,Turboprop/Turboshaft
TBM,TBM-700A,TBM7,Fixed-Wing,Turboprop/Turboshaft
TEAL,Teal,TEAL,Amphibian,Piston
TEAL,TSC-1 Teal,TEAL,Amphibian,Piston
TEAM ROCKET,F-1,TRF1,Fixed-Wing,Piston
TEAM TANGO,Foxtrot-4,FOXT,Fixed-Wing,Piston
TEAM TANGO,Tango-2,TAGO,Fixed-Wing,Piston
TECH'AERO,TR-200,TR20,Fixed-Wing,Piston
TECHNOAVIA,Finist,SM92,Fixed-Wing,Piston
TECHNOAVIA,Slava,SP91,Fixed-Wing,Piston
TECHNOAVIA,SM-92 Finist,SM92,Fixed-Wing,Piston
TECHNOAVIA,SM-92T Turbo Finist,SG92,Fixed-Wing,Turboprop/Turboshaft
TECHNOAVIA,SM-94,Y18T,Fixed-Wing,Piston
TECHNOAVIA,SM-2000,SM20,Fixed-Wing,Turboprop/Turboshaft
TECHNOAVIA,SM-2000P,Y18T,Fixed-Wing,Piston
TECHNOAVIA,SMG-92 Turbo Finist,SG92,Fixed-Wing,Turboprop/Turboshaft
TECHNOAVIA,SP-55,SP55,Fixed-Wing,Piston
TECHNOAVIA,SP-91 Slava,SP91,Fixed-Wing,Piston
TECHNOAVIA,SP-95,SP95,Fixed-Wing,Piston
TECHNOAVIA,Turbo Finist,SG92,Fixed-Wing,Turboprop/Turboshaft
TECHNOAVIA,Rysachok,RYSA,Fixed-Wing,Turboprop/Turboshaft
TECHNOFLUG,Carat,TFK2,Fixed-Wing,Piston
TECHNOFLUG,TFK-2 Carat,TFK2,Fixed-Wing,Piston
TECNAM,Bravo,BRAV,Fixed-Wing,Piston
TECNAM,Echo,ECHO,Fixed-Wing,Piston
TECNAM,Golf,GOLF,Fixed-Wing,Piston
TECNAM,P-92 Echo,ECHO,Fixed-Wing,Piston
TECNAM,P-92 SeaSky,ECHO,Fixed-Wing,Piston
TECNAM,P-96 Golf,GOLF,Fixed-Wing,Piston
TECNAM,P-2002 Sierra,SIRA,Fixed-Wing,Piston
TECNAM,P-2004 Bravo,BRAV,Fixed-Wing,Piston
TECNAM,SeaSky,ECHO,Fixed-Wing,Piston
TECNAM,Sierra,SIRA,Fixed-Wing,Piston
TECNAM,Astore,ASTO,Fixed-Wing,Piston
TECNAM,P-2010 Twenty-Ten,TWEN,Fixed-Wing,Piston
TECNAM,Twenty-Ten,TWEN,Fixed-Wing,Piston
TECNAM,P-2012 Traveller,P212,Fixed-Wing,Piston
TECNAM,Traveller,P212,Fixed-Wing,Piston
TECNAM,FR-01 Snap,SNAP,Fixed-Wing,Piston
TECNAM,FR-100 Snap,SNAP,Fixed-Wing,Piston
TECNAM,Snap,SNAP,Fixed-Wing,Piston
TECNAM,P-2002,SIRA,Fixed-Wing,Piston
TECNAM,P-2006T,P06T,Fixed-Wing,Piston
TECNAM,P-2008,P208,Fixed-Wing,Piston
TECNAM,P-92 Eaglet,ECHO,Fixed-Wing,Piston
TECNAM,Eaglet,ECHO,Fixed-Wing,Piston
TED SMITH,Aerostar,AEST,Fixed-Wing,Piston
TEMCO,8 Silvaire,L8,Fixed-Wing,Piston
TEMCO,11A Sedan,L11,Fixed-Wing,Piston
TEMCO,Buckaroo,T35,Fixed-Wing,Piston
TEMCO,D-16 Twin Navion,TNAV,Fixed-Wing,Piston
TEMCO,GC-1 Swift,GC1,Fixed-Wing,Piston
TEMCO,Sedan,L11,Fixed-Wing,Piston
TEMCO,Silvaire,L8,Fixed-Wing,Piston
TEMCO,Swift,GC1,Fixed-Wing,Piston
TEMCO,T-35 Buckaroo,T35,Fixed-Wing,Piston
TEMCO,TE-1 Buckaroo,T35,Fixed-Wing,Piston
TEMCO,Twin Navion,TNAV,Fixed-Wing,Piston
TENNESSEE VALLEY,BD-4,BD4,Fixed-Wing,Piston
TERR-MAR,Turbo Sea Thrush,SS2T,Fixed-Wing,Turboprop/Turboshaft
TERRAFUGIA,Transition,TSTN,Fixed-Wing,Piston
TERZI,Katana,T30,Fixed-Wing,Piston
TERZI,Stiletto,STIL,Fixed-Wing,Piston
TERZI,T-9 Stiletto,STIL,Fixed-Wing,Piston
TERZI,T-30 Katana,T30,Fixed-Wing,Piston
TEST,TST-14 Bonus,TS14,Fixed-Wing,Piston
TEST,Bonus,TS14,Fixed-Wing,Piston
TEXAS AIRCRAFT,TA-01,COLT,Fixed-Wing,Piston
TEXAS AIRCRAFT,Colt,COLT,Fixed-Wing,Piston
TEXAS AIRPLANE,F3F Replica,F3F,Fixed-Wing,Piston
TEXAS AIRPLANE,G-11 Replica,F3F,Fixed-Wing,Piston
TEXAS AIRPLANE,G-32 Replica,F3F,Fixed-Wing,Piston
TEXAS HELICOPTER,M-74 Wasp,M74,Helicopter,Piston
TEXAS HELICOPTER,Wasp,M74,Helicopter,Piston
TEXAS SPORT,TX-3 Texas Sport,J3,Fixed-Wing,Piston
TEXAS SPORT,TX-11 Texas Sport,PA11,Fixed-Wing,Piston
TEXAS SPORT,Texas Sport (TX-3),J3,Fixed-Wing,Piston
TEXAS SPORT,Texas Sport (TX-11),PA11,Fixed-Wing,Piston
TEXTRON,220 Denali,BE22,Fixed-Wing,Turboprop/Turboshaft
TEXTRON,Denali,BE22,Fixed-Wing,Turboprop/Turboshaft
TEXTRON AIRLAND,E530 Scorpion,E530,Fixed-Wing,Jet
TEXTRON AIRLAND,Scorpion,E530,Fixed-Wing,Jet
THATCHER,CX-5,CX5,Fixed-Wing,Piston
THK,T-19 Speedfire,T19,Fixed-Wing,Piston
THK,Turkkusu,T19,Fixed-Wing,Piston
THK,Speedfire,T19,Fixed-Wing,Piston
THK,T-19 Turkkusu,T19,Fixed-Wing,Piston
THORP,T-18 Tiger,T18,Fixed-Wing,Piston
THORP,T-211,T211,Fixed-Wing,Piston
THORP,Tiger,T18,Fixed-Wing,Piston
THRUSH,S-2R-660 Turbo Thrush 660,A660,Fixed-Wing,Turboprop/Turboshaft
THRUSH,S-2RHG-T34 Turbo Thrush 510,SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,S-2RHG-T65 Turbo Thrush 550,SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,S-2R-T34 Turbo Thrush,SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,Turbo Thrush 510,SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,Turbo Thrush 550,SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,Turbo Thrush 660,A660,Fixed-Wing,Turboprop/Turboshaft
THRUSH,Turbo Thrush (S-2R-T34),SS2T,Fixed-Wing,Turboprop/Turboshaft
THRUSH,Thrush 400,SS2P,Fixed-Wing,Piston
THRUSH,S-2R-R1340 Trush 400,SS2P,Fixed-Wing,Piston
THRUSH,S-2R-T65 Turbo Thrush 550,SS2T,Fixed-Wing,Turboprop/Turboshaft
THUNDER WINGS,Curtiss P-40,TP40,Fixed-Wing,Piston
THUNDER WINGS,Focke-Wulf Fw-190,TFOC,Fixed-Wing,Piston
THUNDER WINGS,Supermarine Spitfire,TSPT,Fixed-Wing,Piston
THURSTON,Seafire,TA16,Amphibian,Piston
THURSTON,TA-16 Seafire,TA16,Amphibian,Piston
THURSTON,TA-16 Trojan,TA16,Amphibian,Piston
THURSTON,Teal,TEAL,Amphibian,Piston
THURSTON,Trojan,TA16,Amphibian,Piston
THURSTON,TSC-1 Teal,TEAL,Amphibian,Piston
TIGER,AG-5 Tiger,AA5,Fixed-Wing,Piston
TIGER,Tiger,AA5,Fixed-Wing,Piston
TIME WARP,Spitfire,TWSP,Fixed-Wing,Piston
TIPSY,B,TIPB,Fixed-Wing,Piston
TIPSY,BC,TIPB,Fixed-Wing,Piston
TIPSY,Belfair,TIPB,Fixed-Wing,Piston
TIPSY,Junior,TIJU,Fixed-Wing,Piston
TIPSY,Nipper,NIPR,Fixed-Wing,Piston
TIPSY,T-66 Nipper,NIPR,Fixed-Wing,Piston
TIPSY,Trainer,TIPB,Fixed-Wing,Piston
TITAN,Mustang,T51,Fixed-Wing,Piston
TITAN,T-51 Mustang,T51,Fixed-Wing,Piston
TITAN,Tornado SS,TRDO,Fixed-Wing,Piston
TL ULTRALIGHT,Sting,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,StingSport,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,TL-2000  Sting,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,TL-2000 StingSport,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,Stream,STRE,Fixed-Wing,Piston
TL ULTRALIGHT,TL-3000 Sirius,TL30,Fixed-Wing,Piston
TL ULTRALIGHT,Sirius,TL30,Fixed-Wing,Piston
TL ULTRALIGHT,TL-96 Star,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,TL-96 StarSport,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,TL-96 Sting,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,Star,TL20,Fixed-Wing,Piston
TL ULTRALIGHT,StarSport,TL20,Fixed-Wing,Piston
TM AIRCRAFT,TM-5,TM5,Fixed-Wing,Piston
TMM-AVIA,Avia-Tor,T10,Fixed-Wing,Piston
TMM-AVIA,T-10 Avia-Tor,T10,Fixed-Wing,Piston
TOMARK,SD-4 Viper,SD4,Fixed-Wing,Piston
TOMARK,Viper,SD4,Fixed-Wing,Piston
TOYOTA,TAA-1,TAA1,Fixed-Wing,Piston
TRADEWIND TURBINES,36 Prop-Jet Bonanza,B36T,Fixed-Wing,Turboprop/Turboshaft
TRADEWIND TURBINES,Prop-Jet Bonanza,B36T,Fixed-Wing,Turboprop/Turboshaft
TRAGO MILLS,SAH-1,SAH1,Fixed-Wing,Piston
TRANSALL,C-160,C160,Fixed-Wing,Turboprop/Turboshaft
TRANSAVIA,Airtruk,PL12,Fixed-Wing,Piston
TRANSAVIA,PL-12 Airtruk,PL12,Fixed-Wing,Piston
TRANSAVIA,PL-12 Skyfarmer,PL12,Fixed-Wing,Piston
TRANSAVIA,Skyfarmer,PL12,Fixed-Wing,Piston
TRAVEL AIR,4,TVL4,Fixed-Wing,Piston
TRAVEL AIR,2000,TVLB,Fixed-Wing,Piston
TRAVEL AIR,4000,TVL4,Fixed-Wing,Piston
TRAVEL AIR,B,TVLB,Fixed-Wing,Piston
TRECKER,166,P66P,Fixed-Wing,Piston
TRECKER,Gull,P136,Amphibian,Piston
TRI-R,Cruiser,KIS4,Fixed-Wing,Piston
TRI-R,KIS TD,KIS2,Fixed-Wing,Piston
TRI-R,KIS TR-1,KIS2,Fixed-Wing,Piston
TRI-R,KIS TR-4 Cruiser,KIS4,Fixed-Wing,Piston
TRIDAIR,206L-ST Gemini ST,B06T,Helicopter,Turboprop/Turboshaft
TRIDAIR,Gemini ST,B06T,Helicopter,Turboprop/Turboshaft
TRIDENT,TR-1 Trigull,TR1,Amphibian,Piston
TRIDENT,Trigull,TR1,Amphibian,Piston
TRIKE ICAROS,Adventure,TIAD,Fixed-Wing,Piston
TUPOLEV,Tu-16,TU16,Fixed-Wing,Jet
TUPOLEV,Tu-20,TU95,Fixed-Wing,Turboprop/Turboshaft
TUPOLEV,Tu-22,TU22,Fixed-Wing,Jet
TUPOLEV,Tu-22M,T22M,Fixed-Wing,Jet
TUPOLEV,Tu-95,TU95,Fixed-Wing,Turboprop/Turboshaft
TUPOLEV,Tu-134,T134,Fixed-Wing,Jet
TUPOLEV,Tu-142,TU95,Fixed-Wing,Turboprop/Turboshaft
TUPOLEV,Tu-154,T154,Fixed-Wing,Jet
TUPOLEV,Tu-160,T160,Fixed-Wing,Jet
TUPOLEV,Tu-204,T204,Fixed-Wing,Jet
TUPOLEV,Tu-214,T204,Fixed-Wing,Jet
TUPOLEV,Tu-224,T204,Fixed-Wing,Jet
TUPOLEV,Tu-234,T204,Fixed-Wing,Jet
TUPOLEV,Tu-334,T334,Fixed-Wing,Jet
TURBINE CUBS,PA-18 Super Cub,PA18,Fixed-Wing,Piston
TURBINE CUBS,Super Cub,PA18,Fixed-Wing,Piston
TURBINE DESIGN,TD-2 Tempest,TD2,Fixed-Wing,Turboprop/Turboshaft
TURBINE DESIGN,Tempest,TD2,Fixed-Wing,Turboprop/Turboshaft
TURNER,T-40,T40,Fixed-Wing,Piston
TUSCO,Navion,NAVI,Fixed-Wing,Piston
TWI,Kiwi,KIWI,Fixed-Wing,Piston
TWI,Taifun,TFUN,Fixed-Wing,Piston
UDET,Flamingo Replica,UU12,Fixed-Wing,Piston
UDET,U-12 Flamingo Replica,UU12,Fixed-Wing,Piston
UETZ,Pelikan,PKAN,Fixed-Wing,Piston
UETZ,U-2V,D11,Fixed-Wing,Piston
UETZ,U-3M Pelikan,PKAN,Fixed-Wing,Piston
UETZ,U-4M Pelikan,PKAN,Fixed-Wing,Piston
UFO,HeliThruster,UFHT,Gyrocopter,Piston
UL-JIH,Fascination,DAL4,Fixed-Wing,Piston
UL-JIH,Evolution,DAL5,Fixed-Wing,Piston
ULLMANN,Panther,ULPA,Fixed-Wing,Piston
ULTIMATE,10 Albertan,UL10,Fixed-Wing,Piston
ULTIMATE,20,UL20,Fixed-Wing,Piston
ULTIMATE,Albertan,UL10,Fixed-Wing,Piston
ULTRALEICHTBAU,Wild Thing,WILT,Fixed-Wing,Piston
ULTRALEICHTBAU,WT-01 Wild Thing,WILT,Fixed-Wing,Piston
ULTRALEICHTBAU,WT-02 Wild Thing,WILT,Fixed-Wing,Piston
ULTRAVIA,Pelican,PELI,Fixed-Wing,Piston
UMBAUGH,18,UM18,Gyrocopter,Piston
UMBRA,Falke,SF25,Fixed-Wing,Piston
UMBRA,SF-25 Falke,SF25,Fixed-Wing,Piston
UNC,Ultra Huey,UH1,Helicopter,Turboprop/Turboshaft
UNIKOMTRANSO,Don,DON,Fixed-Wing,Piston
UNIS,Bongo,NA40,Helicopter,Turboprop/Turboshaft
UNIS,NA-40 Bongo,NA40,Helicopter,Turboprop/Turboshaft
UNITED CANADA,CH-124 Sea King,S61,Helicopter,Turboprop/Turboshaft
UNITED CONSULTANT,Twin Bee,TBEE,Amphibian,Piston
UNITED CONSULTANT,UC-1 Twin Bee,TBEE,Amphibian,Piston
UNIVERSAL COMPOSITE,Carbon Bird,CABI,Fixed-Wing,Turboprop/Turboshaft
URBAN,UFM-11 Lambada,UF13,Fixed-Wing,Piston
URBAN,Lambada,UF13,Fixed-Wing,Piston
URBAN,Samba,UF10,Fixed-Wing,Piston
URBAN,UFM-10 Samba,UF10,Fixed-Wing,Piston
URBAN,UFM-13 Lambada,UF13,Fixed-Wing,Piston
USTINOV,Adel,ADEL,Gyrocopter,Piston
UTVA,60,UT60,Fixed-Wing,Piston
UTVA,65 Privrednik,UT65,Fixed-Wing,Piston
UTVA,66,UT66,Fixed-Wing,Piston
UTVA,75,UT75,Fixed-Wing,Piston
UTVA,Lasta,LAST,Fixed-Wing,Piston
UTVA,Privrednik,UT65,Fixed-Wing,Piston
UTVA,V-53,UT75,Fixed-Wing,Piston
UTVA,N-63 Lasta,LAST,Fixed-Wing,Piston
VALENTIN,Kiwi,KIWI,Fixed-Wing,Piston
VALENTIN,Taifun,TFUN,Fixed-Wing,Piston
VALLADEAU,D-112,D11,Fixed-Wing,Piston
VALLADEAU,D-119,D11,Fixed-Wing,Piston
VALMET,35 Draken,SB35,Fixed-Wing,Jet
VALMET,CM-170R Magister,FOUG,Fixed-Wing,Jet
VALMET,Draken,SB35,Fixed-Wing,Jet
VALMET,Hawk,HAWK,Fixed-Wing,Jet
VALMET,L-70 Miltrainer,L70,Fixed-Wing,Piston
VALMET,L-70 Vinka,L70,Fixed-Wing,Piston
VALMET,L-90TP Redigo,L90,Fixed-Wing,Turboprop/Turboshaft
VALMET,Magister,FOUG,Fixed-Wing,Jet
VALMET,Miltrainer,L70,Fixed-Wing,Piston
VALMET,PIK-23 Suhinu,PK23,Fixed-Wing,Piston
VALMET,PIK-23 Towmaster,PK23,Fixed-Wing,Piston
VALMET,Redigo,L90,Fixed-Wing,Turboprop/Turboshaft
VALMET,Suhinu,PK23,Fixed-Wing,Piston
VALMET,Towmaster,PK23,Fixed-Wing,Piston
VALMET,Vinka,L70,Fixed-Wing,Piston
VALMET,Hornet,F18H,Fixed-Wing,Jet
VALMET,FA-18 Hornet,F18H,Fixed-Wing,Jet
VALTION,Viima,VIMA,Fixed-Wing,Piston
VAN'S,RV-14,RV14,Fixed-Wing,Piston
VAN'S,RV-3,RV3,Fixed-Wing,Piston
VAN'S,RV-4,RV4,Fixed-Wing,Piston
VAN'S,RV-4T,RV4T,Fixed-Wing,Turboprop/Turboshaft
VAN'S,RV-6,RV6,Fixed-Wing,Piston
VAN'S,RV-7,RV7,Fixed-Wing,Piston
VAN'S,RV-8,RV8,Fixed-Wing,Piston
VAN'S,RV-9,RV9,Fixed-Wing,Piston
VAN'S,RV-10,RV10,Fixed-Wing,Piston
VAN'S,RV-12,RV12,Fixed-Wing,Piston
VANESSA AIR,VL-3,VL3,Fixed-Wing,Piston
VANESSA AIR,Flamingo,VL3,Fixed-Wing,Piston
VANESSA AIR,VL-3 Flamingo,VL3,Fixed-Wing,Piston
VARDAX,Vazar Dash 3,DH3T,Fixed-Wing,Turboprop/Turboshaft
VARGA,2150 Kachina,MOR2,Fixed-Wing,Piston
VARGA,Kachina,MOR2,Fixed-Wing,Piston
VASHON,Ranger R7,VR7,Fixed-Wing,Piston
VAT,Elite,S55T,Helicopter,Turboprop/Turboshaft
VAT,Hummingbird,S52,Helicopter,Piston
VEB,Il-14,IL14,Fixed-Wing,Piston
VELOCITY,Rocket Racer,ROAR,Fixed-Wing,Rocket
VELOCITY,Velocity 173,VELO,Fixed-Wing,Piston
VELOCITY,Velocity LW,VELO,Fixed-Wing,Piston
VELOCITY,Velocity SE,VELO,Fixed-Wing,Piston
VELOCITY,Velocity XL,VELO,Fixed-Wing,Piston
VELOCITY,Velocity TXL,VELO,Fixed-Wing,Piston
VELOCITY,Velocity V-Twin,VELT,Fixed-Wing,Piston
VENTURE,T-211,T211,Fixed-Wing,Piston
VERHEES,D-1 Delta,DTA1,Fixed-Wing,Piston
VERHEES,Delta (D-1),DTA1,Fixed-Wing,Piston
VERHEES,D-2 Delta,DTA2,Fixed-Wing,Piston
VERHEES,Delta (D-2),DTA2,Fixed-Wing,Piston
VERILITE,100 Sunbird,SUNB,Fixed-Wing,Piston
VERILITE,Sunbird,SUNB,Fixed-Wing,Piston
VERTOL,42 Work Horse,H21,Helicopter,Piston
VERTOL,107,H46,Helicopter,Turboprop/Turboshaft
VERTOL,CH-21 Work horse,H21,Helicopter,Piston
VERTOL,Work Horse,H21,Helicopter,Piston
VFW,CH-53G,H53,Helicopter,Turboprop/Turboshaft
VICKERS-SLINGSBY,T-61 Venture,SF25,Fixed-Wing,Piston
VICKERS-SLINGSBY,Venture,SF25,Fixed-Wing,Piston
VICTA,Aircruiser,ACSR,Fixed-Wing,Piston
VICTA,Airtourer,TOUR,Fixed-Wing,Piston
VIDOR,Asso 4 Whisky,ASO4,Fixed-Wing,Piston
VIKING (1),Cygnet,SF2,Fixed-Wing,Piston
VIKING (1),Dragonfly,DFLY,Fixed-Wing,Piston
VIKING (1),SF-2 Cygnet,SF2,Fixed-Wing,Piston
VIKING (2),DHC-6 Twin Otter,DHC6,Fixed-Wing,Turboprop/Turboshaft
VIKING (2),Twin Otter,DHC6,Fixed-Wing,Turboprop/Turboshaft
VIKING (3),Kitty Hawk,KITH,Fixed-Wing,Piston
VIPER,ViperJet,VIPJ,Fixed-Wing,Jet
VISIONAIRE,VA-10 Vantage,VANT,Fixed-Wing,Jet
VISIONAIRE,Vantage,VANT,Fixed-Wing,Jet
VITEK,Ovod,OVOD,Fixed-Wing,Piston
VOL MEDITERRANI,Esqual,VM1,Fixed-Wing,Piston
VOL MEDITERRANI,VM-1 Esqual,VM1,Fixed-Wing,Piston
VOLAIRCRAFT,Volaire 10,VO10,Fixed-Wing,Piston
VOLAIRCRAFT,Volaire 1035,VO10,Fixed-Wing,Piston
VOLAIRCRAFT,Volaire 1050,VO10,Fixed-Wing,Piston
VOLANTE,Volante Two,VOL2,Fixed-Wing,Piston
VOLMER,Sportsman,VJ22,Amphibian,Piston
VOLMER,VJ-22 Sportsman,VJ22,Amphibian,Piston
VOLPAR,18,BE18,Fixed-Wing,Piston
VOLPAR,Century Jetstream 3,JS3,Fixed-Wing,Turboprop/Turboshaft
VOLPAR,Turbo 18,B18T,Fixed-Wing,Turboprop/Turboshaft
VOLPAR,Turboliner,B18T,Fixed-Wing,Turboprop/Turboshaft
VOUGHT,Panther 800,AS65,Helicopter,Turboprop/Turboshaft
VOUGHT,SA-366 Panther 800,AS65,Helicopter,Turboprop/Turboshaft
VOUGHT-SIKORSKY,Corsair,CORS,Fixed-Wing,Piston
VOUGHT-SIKORSKY,F4U Corsair,CORS,Fixed-Wing,Piston
VOUGHT-SIKORSKY,V-166 Corsair,CORS,Fixed-Wing,Piston
VSR,Snoshoo,SNOS,Fixed-Wing,Piston
VSR,SR-1 Snoshoo,SNOS,Fixed-Wing,Piston
VSTOL,Pairadigm,PDIG,Fixed-Wing,Piston
VSTOL,SS-2000 Super Solution,SUSO,Fixed-Wing,Piston
VSTOL,SST-2000 Pairadigm,PDIG,Fixed-Wing,Piston
VSTOL,Super Solution,SUSO,Fixed-Wing,Piston
VTOL AIRCRAFT,Phillicopter,PHIL,Helicopter,Piston
VULCANAIR,AP-68TP-600 Viator,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,Canguro,F600,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,Mission,VF60,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,Observer,P68,Fixed-Wing,Piston
VULCANAIR,P-68,P68,Fixed-Wing,Piston
VULCANAIR,P-68 Observer,P68,Fixed-Wing,Piston
VULCANAIR,SF-600 Canguro,F600,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,VF-600 Mission,VF60,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,Viator,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,AP-68TP-600 A-Viator,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,AP-68TP-601 Marlin,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,P-68 VR,P68,Fixed-Wing,Piston
VULCANAIR,A-Viator,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,Marlin,VTOR,Fixed-Wing,Turboprop/Turboshaft
VULCANAIR,VR,P68,Fixed-Wing,Piston
VULCANAIR,V-1,OSCR,Fixed-Wing,Piston
VULTEE,BT-13 Valiant,VALI,Fixed-Wing,Piston
VULTEE,BT-15 Valiant,VALI,Fixed-Wing,Piston
VULTEE,SNV Valiant,VALI,Fixed-Wing,Piston
VULTEE,V-54 Valiant,VALI,Fixed-Wing,Piston
VULTEE,V-74 Valiant,VALI,Fixed-Wing,Piston
VULTEE,Valiant,VALI,Fixed-Wing,Piston
WACO,9,WAC9,Fixed-Wing,Piston
WACO,10,WACO,Fixed-Wing,Piston
WACO,125,WACO,Fixed-Wing,Piston
WACO,AGC,WACC,Fixed-Wing,Piston
WACO,AQC,WACC,Fixed-Wing,Piston
WACO,ARE Aristocrat,WACE,Fixed-Wing,Piston
WACO,Aristocrat,WACE,Fixed-Wing,Piston
WACO,ASO,WACO,Fixed-Wing,Piston
WACO,ATO,WACO,Fixed-Wing,Piston
WACO,AVN,WACN,Fixed-Wing,Piston
WACO,BSO,WACO,Fixed-Wing,Piston
WACO,C,WACC,Fixed-Wing,Piston
WACO,CJC,WACC,Fixed-Wing,Piston
WACO,CPF,WACF,Fixed-Wing,Piston
WACO,CRG,WACG,Fixed-Wing,Piston
WACO,CSO,WACO,Fixed-Wing,Piston
WACO,CTO,WACO,Fixed-Wing,Piston
WACO,CUC,WACC,Fixed-Wing,Piston
WACO,D,WACD,Fixed-Wing,Piston
WACO,DJC,WACC,Fixed-Wing,Piston
WACO,DQC,WACC,Fixed-Wing,Piston
WACO,DSO,WACO,Fixed-Wing,Piston
WACO,E (ARE/HRE/SRE) Aristocrat,WACE,Fixed-Wing,Piston
WACO,E (GXE),WACO,Fixed-Wing,Piston
WACO,EGC,WACC,Fixed-Wing,Piston
WACO,ENF,WACF,Fixed-Wing,Piston
WACO,EQC,WACC,Fixed-Wing,Piston
WACO,F,WACF,Fixed-Wing,Piston
WACO,G,WACG,Fixed-Wing,Piston
WACO,GXE,WACO,Fixed-Wing,Piston
WACO,HRE Aristocrat,WACE,Fixed-Wing,Piston
WACO,IBA,WACA,Fixed-Wing,Piston
WACO,INF,WACF,Fixed-Wing,Piston
WACO,JWM,WACM,Fixed-Wing,Piston
WACO,JYM,WACM,Fixed-Wing,Piston
WACO,KNF,WACF,Fixed-Wing,Piston
WACO,O,WACO,Fixed-Wing,Piston
WACO,PBA,WACA,Fixed-Wing,Piston
WACO,PBF,WACF,Fixed-Wing,Piston
WACO,PCF,WACF,Fixed-Wing,Piston
